Human.gene.name,Gene.name
ABCA1,Abca1
TBC1D15,Tbc1d15
CD247,Cd247
METTL7A,Mettl7a2
MAP4K1,Map4k1
YTHDF1,Ythdf1
AMER1,Amer1
HRK,Hrk
CNGB3,Cngb3
NDEL1,Ndel1
RPS29,Rps29
PITRM1,Pitrm1
CAP1,Cap1
KRT72,Krt72
TMIGD1,Tmigd1
PPP6C,Ppp6c
KDELC1,Kdelc1
LRR1,Lrr1
GNE,Gne
KIF16B,Kif16b
SNX33,Snx33
TATDN3,Tatdn3
OR8B12,Olfr876
SMAD5,Smad5
PURG,Purg
IMP3,Imp3
TMEM121,Tmem121
RAB20,Rab20
PLA2G10,Pla2g10
SNUPN,Snupn
DDX19A,Ddx19a
TTYH2,Ttyh2
SSR4,Ssr4
WSCD1,Wscd1
HNRNPR,Hnrnpr
CCDC77,Ccdc77
IGHA1,Igha
IGHA2,Igha
SH2D1A,Sh2d1a
PCDH18,Pcdh18
KDM5A,Kdm5a
POU2F1,Pou2f1
PPT1,Ppt1
PFKP,Pfkp
CYB561,Cyb561
TRPC5,Trpc5
OR8B8,Olfr145
HLA-A,H2-T24
HLA-F,H2-T24
HLA-B,H2-T24
HLA-G,H2-T24
HLA-E,H2-T24
HLA-C,H2-T24
BIRC7,Birc7
UTF1,Utf1
PLA2G12B,Pla2g12b
POC1A,Poc1a
AGAP3,Agap3
SCYL2,Scyl2
TRPC5OS,Trpc5os
PLXNA1,Plxna1
IGHE,Ighe
DAAM1,Daam1
CCDC96,Ccdc96
LURAP1,Lurap1
DSE,Dse
F2,F2
SNED1,Sned1
NPPC,Nppc
VPS45,Vps45
DDX19B,Ddx19b
OR4F15,Olfr1309
DNAI2,Dnaic2
MOCS1,Mocs1
AMFR,Amfr
TNPO1,Tnpo1
FAM135A,Fam135a
OR8B4,Olfr878
SACS,Sacs
COMMD7,Commd7
KANSL1,Kansl1
FBN1,Fbn1
OIT3,Oit3
ARHGEF2,Arhgef2
SIRPB1,Sirpb1a
SIRPG,Sirpb1a
AL049634.2,Sirpb1a
SIRPA,Sirpb1a
SQSTM1,Sqstm1
OR5P3,Olfr480
CNIH4,Cnih4
PTPN9,Ptpn9
NEIL3,Neil3
GRHL2,Grhl2
SEPT4,Sept4
DZIP3,Dzip3
ZNF644,Zfp644
MAU2,Mau2
ASB12,Asb12
NAA30,Naa30
SLC6A11,Slc6a11
SGCG,Sgcg
KDSR,Kdsr
AHCTF1,Ahctf1
AC092647.5,Mrps17
MRPS17,Mrps17
PARP12,Parp12
SLF1,Slf1
NDUFC1,Ndufc1
TMEM129,Tmem129
PTBP1,Ptbp1
ADARB1,Adarb1
RTL4,Zcchc16
IGHG3,Ighg2c
IGHG4,Ighg2c
IGHG1,Ighg2c
IGHG2,Ighg2c
MRNIP,Mrnip
DUSP7,Dusp7
GK2,Gk2
TACC3,Tacc3
ALX1,Alx1
GSTZ1,Gstz1
ADI1,Adi1
GUCY2D,Gucy2e
PYURF,Pyurf
BSND,Bsnd
PKM,Pkm
RNF146,Rnf146
FOXA2,Foxa2
AC113554.2,Ace
ACE,Ace
MTERF4,Mterf4
PRAMEF9,C87977
PRAMEF26,C87977
PRAMEF17,C87977
PRAMEF25,C87977
PRAMEF5,C87977
PRAMEF1,C87977
PRAMEF12,C87977
PRAMEF27,C87977
PRAMEF14,C87977
PRAMEF8,C87977
PRAMEF7,C87977
PRAMEF15,C87977
PRAMEF6,C87977
PRAMEF20,C87977
PRAMEF19,C87977
PRAMEF18,C87977
PRAMEF2,C87977
PRAMEF13,C87977
PRAMEF33,C87977
PRAMEF4,C87977
PRAMEF11,C87977
PRAMEF10,C87977
NR1H3,Nr1h3
RPL29,Rpl29
EIF4A1,Eif4a1
PACRGL,5730480H06Rik
PTTG1,Pttg1
PTTG2,Pttg1
FBXO22,Fbxo22
OXSM,Oxsm
NEU1,Neu1
MTCP1,Mtcp1
OR4X2,Olfr1274-ps
PELP1,Pelp1
KDM7A,Kdm7a
ECHDC1,Echdc1
NGLY1,Ngly1
CMC4,Cmc4
TLR3,Tlr3
POMT2,Pomt2
BRI3BP,Bri3bp
ABHD14A-ACY1,Acy1
ACY1,Acy1
CCL25,Ccl25
UBB,Ubb
CHST11,Chst11
UBE2H,Ube2h
MCU,Mcu
NRG4,Nrg4
OR4F6,Olfr1310
IGHG3,Ighg2b
IGHG4,Ighg2b
IGHG1,Ighg2b
IGHG2,Ighg2b
KCNIP4,Kcnip4
NAALADL1,Naaladl1
SPINK2,Spink2
P2RY6,P2ry6
C17orf78,Gm11437
TRMT10A,Trmt10a
KLRB1,Klrb1
ELAVL1,Elavl1
ACACA,Acaca
ZFYVE21,Zfyve21
SSTR4,Sstr4
WDR63,Wdr63
ZYG11B,Zyg11b
SRSF3,Srsf3
PLOD1,Plod1
DNMT3B,Dnmt3b
LTA4H,Lta4h
CENPH,Cenph
SGF29,Sgf29
AC133555.3,Sgf29
AC106782.1,Sgf29
PTPRJ,Ptprj
IMMP1L,Immp1l
C6orf62,BC005537
SLC27A1,Slc27a1
IGHG3,Ighg1
IGHG4,Ighg1
IGHG1,Ighg1
IGHG2,Ighg1
IGKV3D-11,Igkv6-14
IGKV3D-15,Igkv6-14
IGKV3-20,Igkv6-14
IGKV3-15,Igkv6-14
IGKV3OR2-268,Igkv6-14
IGKV3-11,Igkv6-14
IGKV3D-20,Igkv6-14
IGKV3-7,Igkv6-14
IGKV3D-7,Igkv6-14
MOCS3,Mocs3
LANCL2,Lancl2
MTTP,Mttp
CRYBA2,Cryba2
MFSD4A,Mfsd4a
GBX1,Gbx1
KCNG1,Kcng1
AKAP13,Akap13
CNEP1R1,Cnep1r1
PLCD4,Plcd4
PRAMEF9,Pramel5
PRAMEF26,Pramel5
PRAMEF17,Pramel5
PRAMEF25,Pramel5
PRAMEF5,Pramel5
PRAMEF1,Pramel5
PRAMEF12,Pramel5
PRAMEF27,Pramel5
PRAMEF14,Pramel5
PRAMEF8,Pramel5
PRAMEF7,Pramel5
PRAMEF15,Pramel5
PRAMEF6,Pramel5
PRAMEF20,Pramel5
PRAMEF19,Pramel5
PRAMEF18,Pramel5
PRAMEF2,Pramel5
PRAMEF13,Pramel5
PRAMEF33,Pramel5
PRAMEF4,Pramel5
PRAMEF11,Pramel5
PRAMEF10,Pramel5
C9orf50,1700001O22Rik
FSCB,Fscb
STPG3,Stpg3
AC002115.2,Pmis2
THBD,Thbd
ZNF106,Zfp106
SULT1A4,Sult1a1
SULT1A3,Sult1a1
SULT1A2,Sult1a1
SULT1A1,Sult1a1
VOPP1,Vopp1
IKZF2,Ikzf2
TSPYL1,Tspyl1
ZFR,Zfr
REST,Rest
TEC,Tec
ADGRG3,Adgrg3
NOL6,Nol6
NHP2,Nhp2
STAU1,Stau1
GPR162,Gpr162
RMND5B,Rmnd5b
GPR4,Gpr4
PPP1R13B,Ppp1r13b
PTDSS2,Ptdss2
KRT73,Krt73
CNPY4,Cnpy4
STPG1,Stpg1
CCNI,Ccni
COA7,Coa7
SYNPO2,Synpo2
ECH1,Ech1
AIPL1,Aipl1
C17orf47,Gm11492
CDKN1A,Cdkn1a
NIPAL3,Nipal3
NAA15,Naa15
ACCSL,Accsl
MBLAC1,Mblac1
AHR,Ahr
AC019117.3,Ahr
GBP2,Gbp2b
HMGA1,Hmga1
OR5AS1,Olfr1111
SLBP,Slbp
CDK5R1,Cdk5r1
RAB23,Rab23
ABHD14A,Abhd14a
ANTXR2,Antxr2
ZRANB2,Zranb2
LGALS9B,Lgals9
LGALS9,Lgals9
LGALS9C,Lgals9
GBP4,Gbp3
GBP7,Gbp3
TEX36,Tex36
RGS10,Rgs10
FOXG1,Gm43517
TM2D3,Tm2d3
FOXG1,Foxg1
STN1,Stn1
MAN2C1,Man2c1
ASNSD1,Gm28551
ORMDL1,Gm28778
GTF2H1,Gtf2h1
OSGEPL1,Osgepl1
HTR6,Htr6
NAGPA,Nagpa
RPL21,Rpl21
MOGAT1,Mogat1
RASGRP2,Rasgrp2
LZTS3,Lzts3
SKAP2,Skap2
ORM1,Orm1
ORM2,Orm1
ECT2,Ect2
SLC41A2,Slc41a2
SLC45A3,Slc45a3
ARC,Arc
CEP350,Cep350
TRDV3,Trdv5
TRDJ3,Trdj2
TRDC,Trdc
ABHD14B,Abhd14b
GBP4,Gbp7
GBP7,Gbp7
TARSL2,Tarsl2
IGKV3D-11,Igkv6-13
IGKV3D-15,Igkv6-13
IGKV3-20,Igkv6-13
IGKV3-15,Igkv6-13
IGKV3OR2-268,Igkv6-13
IGKV3-11,Igkv6-13
IGKV3D-20,Igkv6-13
IGKV3-7,Igkv6-13
IGKV3D-7,Igkv6-13
VAX1,Vax1
DNAAF2,AC099934.3
ELK4,Elk4
ATOH8,Atoh8
PDC,Pdc
PLPP2,Plpp2
PDE1C,Pde1c
DNAAF2,Dnaaf2
PRKRA,Prkra
CYB5R3,Cyb5r3
MINOS1-NBL1,Nbl1
NBL1,Nbl1
CNTN3,Cntn3
POLE2,Pole2
ASNSD1,Asnsd1
STARD7,Stard7
ASB10,Asb10
MMP24-AS1,BC029722
NKAIN4,Nkain4
KRT2,Krt2
MRPL39,Mrpl39
MMP24,Mmp24
CD93,Cd93
SLC18A3,Slc18a3
SLCO1C1,Slco1c1
GBP5,Gbp5
NCR1,Ncr1
PPAN-P2RY11,Ppan
PPAN,Ppan
IGHG3,Ighg3
IGHG4,Ighg3
IGHG1,Ighg3
IGHG2,Ighg3
KCNJ5,Kcnj5
C8orf34,A830018L16Rik
AIMP2,Aimp2
TRIM6-TRIM34,Trim34a
TRIM34,Trim34a
ADAM8,Adam8
PLPPR3,Plppr3
RP2,Rp2
TRAPPC12,Trappc12
MGAT2,Mgat2
HPCAL1,Hpcal1
SAXO1,Saxo1
COL16A1,Col16a1
SLIT3,Slit3
RAPGEFL1,Rapgefl1
SCAMP1,Scamp1
ANKRD61,Ankrd61
GRM5,Grm5
POLE2,AC099934.7
VIL1,Vil1
ZRANB3,Zranb3
PDZD4,Pdzd4
UBE2I,Ube2i
EIF2AK1,Eif2ak1
SLC6A1,Slc6a1
P2RY2,P2ry2
TRIM5,Trim5
AGT,Agt
NOA1,Noa1
WDR26,Wdr26
RALGDS,Ralgds
CFAP65,Cfap65
KRT77,Krt77
POLD3,Pold3
AC009014.1,Gm45623
C16orf89,AU021092
PCBP4,Pcbp4
PHKA2,Phka2
C14orf28,Gm527
FAM159A,Fam159a
FBXO42,Fbxo42
PRTN3,Prtn3
ST8SIA5,St8sia5
DDRGK1,Ddrgk1
AL121753.1,Eif6
EIF6,Eif6
MUC1,Muc1
PRRC2C,Prrc2c
CTSK,Ctsk
KCNJ1,Kcnj1
SNX15,Snx15
MYO1D,Myo1d
GP6,Gp6
ZNF142,Zfp142
KLRB1,Klrb1b
TNFRSF9,Tnfrsf9
RASL11A,Rasl11a
VPS4B,Vps4b
USP48,Usp48
GPX7,Gpx7
ATP4A,Atp4a
CTSS,Ctss
OTUD7B,Otud7b
FAM83C,Fam83c
JAM2,Jam2
EMX2,Emx2
NRAS,Nras
RAB21,Rab21
TANC1,Tanc1
CXCR3,Cxcr3
FIGNL1,Fignl1
GDF6,Gdf6
MCOLN3,Mcoln3
KLRB1,Klrb1c
BX276092.10,Gm4779
CXorf49,Gm4779
CXorf49B,Gm4779
BLMH,Blmh
DFNB59,Dfnb59
SYT12,Syt12
C14orf105,1700011H14Rik
FMR1NB,Fmr1nb
USP37,Usp37
ERICH4,Erich4
OPTC,Optc
KCNU1,Kcnu1
WIPF2,Wipf2
RHOD,Rhod
RNF222,Rnf222
CUL4A,Cul4a
LHFPL1,Lhfpl1
KLRB1,Gm44511
FLI1,Fli1
VEGFC,Vegfc
SIN3A,Sin3a
FAM86B2,Eef2kmt
FAM86C1,Eef2kmt
EEF2KMT,Eef2kmt
FAM86B1,Eef2kmt
TIE1,Tie1
NXT1,Nxt1
RPL26,Rpl26
MINOS1,Minos1
SLC11A2,Slc11a2
ATP5SL,Atp5sl
BX276092.10,8030474K03Rik
CXorf49,8030474K03Rik
CXorf49B,8030474K03Rik
TIMM17A,Timm17a
CDC27,Cdc27
NUDT21,Nudt21
CAPN9,Capn9
PRELP,Prelp
CDCA7,Cdca7
ALG1L,Alg1
ALG1L2,Alg1
ALG1,Alg1
FKBP7,Fkbp7
IGHD,Ighd
PRAMEF9,Gm13128
PRAMEF26,Gm13128
PRAMEF17,Gm13128
PRAMEF25,Gm13128
PRAMEF5,Gm13128
PRAMEF1,Gm13128
PRAMEF12,Gm13128
PRAMEF27,Gm13128
PRAMEF14,Gm13128
PRAMEF8,Gm13128
PRAMEF7,Gm13128
PRAMEF15,Gm13128
PRAMEF6,Gm13128
PRAMEF20,Gm13128
PRAMEF19,Gm13128
PRAMEF18,Gm13128
PRAMEF2,Gm13128
PRAMEF13,Gm13128
PRAMEF33,Gm13128
PRAMEF4,Gm13128
PRAMEF11,Gm13128
PRAMEF10,Gm13128
MAPK7,Mapk7
GPN3,Gpn3
THAP12,Thap12
ZNF366,Zfp366
NHSL2,Nhsl2
SFTPB,Sftpb
JRK,Jrk
BRCC3,Brcc3
AACS,Aacs
ABI2,Abi2
UTS2,Uts2
RPUSD3,Rpusd3
KIAA2013,2510039O18Rik
GTF3A,Gtf3a
HS6ST2,Hs6st2
PHACTR1,Phactr1
POLR2B,Polr2b
ACTR6,Actr6
GPR141,Gpr141
CAMTA1,Camta1
ALKBH3,Alkbh3
AARS,Aars
RTL5,Rgag4
SPCS3,Spcs3
RAB11FIP2,Rab11fip2
TRIM5,Trim12a
NIPSNAP2,Gbas
CNOT9,Cnot9
PSCA,Psca
RDH13,Rdh13
SPATA4,Spata4
ZNF768,Zfp768
RRAGA,Rraga
CDC6,Cdc6
VPS29,Vps29
KRT76,Krt76
ASB5,Asb5
RAB11FIP1,Rab11fip1
KLHL28,Klhl28
THEM6,Them6
TRIM45,Trim45
STYX,Gm14698
MFAP4,Mfap4
SLURP1,Slurp1
SLK,Slk
MTIF3,Mtif3
IGFBP7,Igfbp7
BAG2,Bag2
ITPA,Itpa
ODF4,Odf4
PLEKHA3,Plekha3
B3GLCT,B3glct
ESR2,Esr2
GPR62,Gpr62
RAD51B,Rad51b
IQCA1L,4931409K22Rik
KIF19,Kif19a
KRT79,Krt79
N4BP3,N4bp3
C11orf96,Gm13889
AMOT,Amot
KIF5B,Kif5b
TGIF1,Tgif1
WDR20,Wdr20
EXOSC6,Exosc6
FAM216A,Fam216a
TOP2B,Top2b
CCNB1,Ccnb1
INTS13,Ints13
STX12,Stx12
USP39,Usp39
MMP1,Mmp1a
IHH,Ihh
CRADD,Cradd
RRP9,Rrp9
KCNH6,Kcnh6
PRAMEF9,Gm13119
PRAMEF26,Gm13119
PRAMEF17,Gm13119
PRAMEF25,Gm13119
PRAMEF5,Gm13119
PRAMEF1,Gm13119
PRAMEF12,Gm13119
PRAMEF27,Gm13119
PRAMEF14,Gm13119
PRAMEF8,Gm13119
PRAMEF7,Gm13119
PRAMEF15,Gm13119
PRAMEF6,Gm13119
PRAMEF20,Gm13119
PRAMEF19,Gm13119
PRAMEF18,Gm13119
PRAMEF2,Gm13119
PRAMEF13,Gm13119
PRAMEF33,Gm13119
PRAMEF4,Gm13119
PRAMEF11,Gm13119
PRAMEF10,Gm13119
NFIB,Nfib
GZF1,Gzf1
VAMP3,Vamp3
NHEJ1,Nhej1
PIMREG,Fam64a
SLC35F4,Slc35f4
PRAMEF9,Gm13125
PRAMEF26,Gm13125
PRAMEF17,Gm13125
PRAMEF25,Gm13125
PRAMEF5,Gm13125
PRAMEF1,Gm13125
PRAMEF12,Gm13125
PRAMEF27,Gm13125
PRAMEF14,Gm13125
PRAMEF8,Gm13125
PRAMEF7,Gm13125
PRAMEF15,Gm13125
PRAMEF6,Gm13125
PRAMEF20,Gm13125
PRAMEF19,Gm13125
PRAMEF18,Gm13125
PRAMEF2,Gm13125
PRAMEF13,Gm13125
PRAMEF33,Gm13125
PRAMEF4,Gm13125
PRAMEF11,Gm13125
PRAMEF10,Gm13125
PER3,Per3
TRAJ53,Traj53
FAM19A2,Fam19a2
TRAPPC2,0610009B22Rik
AC003002.1,0610009B22Rik
EDRF1,Edrf1
ZC3HC1,Zc3hc1
BBS9,Bbs9
IGHM,Ighm
SH2B3,Sh2b3
STT3A,Stt3a
MOB1B,Mob1b
PRAMEF9,Pramef12
PRAMEF26,Pramef12
PRAMEF17,Pramef12
PRAMEF25,Pramef12
PRAMEF5,Pramef12
PRAMEF1,Pramef12
PRAMEF12,Pramef12
PRAMEF27,Pramef12
PRAMEF14,Pramef12
PRAMEF8,Pramef12
PRAMEF7,Pramef12
PRAMEF15,Pramef12
PRAMEF6,Pramef12
PRAMEF20,Pramef12
PRAMEF19,Pramef12
PRAMEF18,Pramef12
PRAMEF2,Pramef12
PRAMEF13,Pramef12
PRAMEF33,Pramef12
PRAMEF4,Pramef12
PRAMEF11,Pramef12
PRAMEF10,Pramef12
FGFR1OP2,Fgfr1op2
PARP3,Parp3
BTBD17,Btbd17
DRGX,Prrxl1
ITSN2,Itsn2
CD4,Cd4
HEATR3,Heatr3
ARHGAP45,Arhgap45
ANKRD54,Ankrd54
TMEM120A,Tmem120a
ETNK1,Etnk1
HAUS6,Haus6
SLC23A3,Slc23a3
UQCC1,Uqcc1
GPR142,Gpr142
LRRIQ1,Lrriq1
ZCCHC11,Zcchc11
TSSC1,Tssc1
BCKDHA,Bckdha
NFATC2,Nfatc2
LTBR,Ltbr
SLU7,Slu7
DNAJC24,Dnajc24
MYL4,Myl4
MTIF2,Mtif2
NPPA,Nppa
GRAMD2,Gramd2
B3GNT8,B3gnt8
ZNF408,Zfp408
FAM71B,Fam71b
MMP10,Mmp10
SIGLEC11,Siglecg
SIGLEC10,Siglecg
TEX15,Tex15
AC002310.5,Zfp747
AC002310.4,Zfp747
ZNF764,Zfp747
ZNF747,Zfp747
KNL1,Knl1
LMOD1,Lmod1
TTLL1,Ttll1
NCLN,Ncln
ADAM21,Adam21
USP26,Usp26
UTP14C,Utp14b
UTP14A,Utp14b
LIPT2,Lipt2
C12orf45,D10Wsu102e
C9orf142,BC029214
JADE3,Jade3
MREG,Mreg
EPS8L1,Eps8l1
PTPN4,Ptpn4
ACSL3,Acsl3
ALDH1L2,Aldh1l2
C2orf68,0610030E20Rik
PRIMA1,Prima1
SPRYD7,Spryd7
DIS3L2,Dis3l2
CHCHD6,Chchd6
ATXN2,Atxn2
KCNE3,Kcne3
SNRPA1,Snrpa1
MED7,Med7
ARL10,Arl10
TMEM19,Tmem19
RSG1,Rsg1
ARHGAP33,Arhgap33
DRC7,Drc7
IFI16,Ifi204
PYHIN1,Ifi204
MS4A6E,Ms4a6c
MS4A6A,Ms4a6c
MIP,Mip
MCOLN2,Mcoln2
LYPD2,Lypd2
SPRYD3,Spryd3
PRDM8,Prdm8
GPRC5C,Gprc5c
ALCAM,Alcam
WNK2,Wnk2
RIIAD1,Riiad1
UBE2R2,Ube2r2
MAFK,Mafk
PPP2CB,Ppp2cb
CLIC3,Clic3
MOK,Mok
NUTF2,Nutf2
HTR2C,Htr2c
DHRS9,Dhrs9
IQCF1,Iqcf1
UBXN8,Ubxn8
ABCC2,Abcc2
CELF3,Celf3
PCSK6,Pcsk6
DHCR24,Dhcr24
DAXX,Daxx
PSMG3,Psmg3
TMEM184A,Gm26938
TMEM184A,Tmem184a
SNRPB2,Snrpb2
FAM228A,Fam228a
KRTCAP2,Krtcap2
LYNX1,Slurp2
LYRM1,Lyrm1
TRIM46,Trim46
PECR,Pecr
HRH1,Hrh1
LAMTOR4,Lamtor4
ARL2,Arl2
DCUN1D3,Dcun1d3
BATF2,Batf2
FAM129C,Fam129c
C14orf37,3632451O06Rik
SHISA4,Shisa4
ZNF451,Zfp451
DNAH3,Dnah3
DUSP2,Dusp2
PPEF1,Ppef1
CCNG2,Ccng2
ZC4H2,Zc4h2
C11orf58,1110004F10Rik
ONECUT3,Onecut3
DRC3,Drc3
EIF3G,Eif3g
MTMR12,Mtmr12
DCAF7,Dcaf7
BLM,Blm
C1orf158,1700012P22Rik
C9orf84,AI481877
PGLS,Pgls
ACP6,Acp6
DDX27,Ddx27
DCK,Dck
AC011604.2,Slco1b2
SLCO1B7,Slco1b2
SLCO1B1,Slco1b2
AC022335.1,Slco1b2
SLCO1B3,Slco1b2
TPCN2,Tpcn2
KIAA0825,2210408I21Rik
MYCN,Mycs
C1orf198,2310022B05Rik
IQCF5,Iqcf5
SCML4,Scml4
EXOC2,Exoc2
CRLF2,Crlf2
FMOD,Fmod
CNTROB,Cntrob
LDAH,Ldah
AC002310.5,9130019O22Rik
AC002310.4,9130019O22Rik
ZNF764,9130019O22Rik
ZNF747,9130019O22Rik
IQCF6,Iqcf6
CD300A,Cd300a
CD300C,Cd300a
FLNA,Flna
THY1,Thy1
KSR1,Ksr1
MAGEA2,1700080O16Rik
MAGEA4,1700080O16Rik
MAGEA8,1700080O16Rik
MAGEA6,1700080O16Rik
MAGEA3,1700080O16Rik
MAGEA9B,1700080O16Rik
MAGEA1,1700080O16Rik
MAGEA12,1700080O16Rik
MAGEA9,1700080O16Rik
MAGEA2B,1700080O16Rik
MAGEA11,1700080O16Rik
BICD1,Bicd1
TRO,Tro
AFF1,Aff1
C21orf62,4932438H23Rik
AADACL3,Aadacl3
HORMAD1,Hormad1
LMO2,Lmo2
MMP8,Mmp8
HOXA1,Hoxa1
ELMO1,Elmo1
AFF2,Aff2
OR10AG1,Olfr1116
BTG2,Btg2
GRM2,Grm2
CNTRL,Cntrl
SERPINB5,Serpinb5
LAMP1,Lamp1
ARHGAP25,Arhgap25
NSL1,Nsl1
ATG16L2,Atg16l2
CLHC1,Clhc1
KIAA0232,D5Ertd579e
AANAT,Aanat
ATP5J,Atp5j
THRB,Thrb
AADACL4,9430007A20Rik
IFI16,Ifi211
PYHIN1,Ifi211
IFT122,Ift122
GRTP1,Grtp1
KCNAB1,Kcnab1
AGER,Ager
TEX264,Tex264
IFI16,Mndal
PYHIN1,Mndal
SP6,Sp6
METTL14,Mettl14
RPS27A,Rps27a
HTR1D,Htr1d
GABPA,Gabpa
TMEM132B,Tmem132b
AC008758.1,5430403G16Rik
RBM3,Rbm3
ZNF136,Zfp867
ZNF564,Zfp867
TBC1D14,Tbc1d14
PALMD,Palmd
ARHGEF15,Arhgef15
CILP,Cilp
TIAL1,Tial1
FBXO3,Fbxo3
TMEM266,Tmem266
ARFGAP1,Arfgap1
FGF5,Fgf5
C4orf17,4930579F01Rik
ZFP36L1,Zfp36l1
RFT1,Rft1
AC096887.1,Rft1
LOXHD1,Loxhd1
SEC24D,Sec24d
SCNN1A,Scnn1a
AADACL2,Aadacl2
AADACL4,Gm13124
RHBDF2,Rhbdf2
OR4N5,Olfr722
WNT11,Wnt11
IL13RA2,Il13ra2
OR4L1,Olfr723
RAD54L2,Rad54l2
TMEM147,Tmem147
DDC,Ddc
LYNX1,Lynx1
CHIT1,Chit1
TOR1AIP2,Tor1aip2
ICA1,Ica1
MAP2,Map2
FXYD4,Fxyd4
SPAG16,Spag16
FCHSD2,Fchsd2
CCDC88C,Ccdc88c
ADH7,Adh7
HUS1B,Hus1b
CHL1,Chl1
TAPT1,Tapt1
SLCO1A2,Gm5724
RAB44,Rab44
C22orf29,Gm16314
GNB1L,Gnb1l
CNOT1,Cnot1
MFRP,Mfrp
AC068234.1,Itgb3
ITGB3,Itgb3
OR10AG1,Olfr1118
OSBPL8,Osbpl8
GRHL3,Grhl3
TOR1AIP1,Tor1aip1
OR4L1,Olfr724
DAO,Dao
MYT1L,Myt1l
OR10AG1,Olfr1117-ps1
TACO1,Taco1
GPR135,Gpr135
PIN4,Pin4
PGM2L1,Pgm2l1
LHX6,Lhx6
DNAJC5G,Dnajc5g
CTSC,Ctsc
ETFA,Etfa
UGCG,Ugcg
SLCO1A2,Slco1a4
RNF181,Rnf181
MAP3K3,Map3k3
USP21,Usp21
ERCC6L,Ercc6l
AADAC,Aadac
SLC30A3,Slc30a3
CLPX,Clpx
SF3B4,Sf3b4
ABCF2,Abcf2
LAG3,Lag3
POU5F2,Pou5f2
L3HYPDH,L3hypdh
MTMR11,Mtmr11
RARA,Rara
SLC25A12,Slc25a12
RBM44,Rbm44
TRIM6-TRIM34,Trim34b
TRIM34,Trim34b
LIMD2,Limd2
TRPC7,Trpc7
MYL12B,Myl12b
PLPPR4,Plppr4
ACP2,Acp2
ARHGAP1,Arhgap1
TMEM150A,Tmem150a
VPS33A,Vps33a
AC048338.1,Vps33a
TXNRD3,Txnrd3
ROS1,Ros1
LRFN4,Lrfn4
PRCD,Prcd
AVPR2,Avpr2
RNF26,Rnf26
DOCK3,Dock3
OTOR,Otor
PRKD1,Prkd1
SSPO,Sspo
USP2,Usp2
SNAP23,Snap23
LY6D,Ly6d
ZNFX1,Znfx1
SENP3,Senp3
SENP3-EIF4A1,Senp3
CORO1A,Coro1a
OLIG2,Olig2
CYGB,Cygb
ARHGAP4,Arhgap4
NAPB,Napb
KIF2B,Kif2b
TRIM5,Trim12c
IGFBP6,Igfbp6
ADAMTSL3,Adamtsl3
MS4A6E,Ms4a6b
MS4A6A,Ms4a6b
CCDC47,Ccdc47
VSTM4,Vstm4
C19orf84,Gm42419
PDCD7,Pdcd7
C8orf37,2610301B20Rik
DDB2,Ddb2
LIM2,Lim2
OLIG1,Olig1
SOCS2,Socs2
C4orf22,1700007G11Rik
C19orf84,Gm38999
ZNF496,Zkscan17
AATF,Aatf
TSPYL4,Tspyl4
RPS4X,Rps4x
KATNB1,Katnb1
MGAT4B,Mgat4b
GOT1L1,Got1l1
RXFP2,Rxfp2
COL10A1,Col10a1
NR3C1,Nr3c1
RAPH1,Raph1
LPCAT1,Lpcat1
AC015802.6,St6galnac2
LTBP2,Ltbp2
ST6GALNAC2,St6galnac2
NT5DC1,Nt5dc1
GPR107,Gpr107
PRPF38A,Prpf38a
HAL,Hal
GDF5OS,Gm15557
GDF5,Gdf5
PAPD5,Papd5
GJD3,Gjd3
SERPINB12,Serpinb12
LRCH2,Lrch2
C1QTNF2,C1qtnf2
STRADA,Strada
CITED1,Cited1
RNH1,Rnh1
PDZD2,Pdzd2
ATPAF2,Atpaf2
ORM1,Orm3
ORM2,Orm3
OR10AG1,Olfr1122
FAM45A,Fam45a
LY6K,Ly6k
KIFC3,Kifc3
BOLA2,Bola2
BOLA2B,Bola2
PSME2,Psme2
CCNJL,Ccnjl
COL9A1,Col9a1
CLEC2D,Clec2i
CLEC2A,Clec2i
TTF2,Ttf2
MRGPRF,Mrgprf
DCAF1,Vprbp
TPSB2,Tpsab1
TPSAB1,Tpsab1
TPSD1,Tpsab1
RAB33B,Rab33b
KLHL25,Klhl25
UBAP1L,Ubap1l
ASXL2,Asxl2
SLX1B,Slx1b
SLX1A,Slx1b
BMP3,Bmp3
PLEKHF2,Plekhf2
GID4,Gid4
HDAC8,Hdac8
KBTBD13,Kbtbd13
C1orf210,2610528J11Rik
MCCC2,Mccc2
LPAR3,Lpar3
TOGARAM1,Fam179b
NR1D2,Nr1d2
SUGP1,Sugp1
HOOK2,Hook2
NOP16,Nop16
SLC2A12,Slc2a12
LRP1B,Lrp1b
TTC32,Ttc32
SLC51B,Slc51b
ADRB3,Adrb3
KDM1A,Kdm1a
DHTKD1,Dhtkd1
RASL12,Rasl12
CNIH3,Cnih3
KIF3C,Kif3c
TBPL1,Tbpl1
S1PR4,S1pr4
SLC4A11,Slc4a11
MMP27,Mmp27
MRGPRD,Mrgprd
ATP8B3,Atp8b3
COPS4,Cops4
ISL2,Isl2
PCSK2,Pcsk2
RAMP1,Ramp1
HOXA6,Hoxa6
ATP9A,Atp9a
FABP6,Fabp6
GPC2,Gpc2
CAPZB,Capzb
HOXA2,Hoxa2
