"Ligand"	"Receptor"	"neighborhood"	"neighborhood_transferred"	"fusion"	"cooccurence"	"homology"	"coexpression"	"coexpression_transferred"	"experiments"	"experiments_transferred"	"database"	"database_transferred"	"textmining"	"textmining_transferred"	"combined_score"
"PI3.MPL"	"PI3"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"EFNB2.MPL"	"EFNB2"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	270	0	270
"BMP4.MPL"	"BMP4"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	212	0	212
"CCL4.MPL"	"CCL4"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	295	0	295
"INS.MPL"	"INS"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	267	0	267
"APOE.MPL"	"APOE"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"EPO.MPL"	"EPO"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	580	0	912
"IL6.MPL"	"IL6"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	508	0	897
"IFNA5.MPL"	"IFNA5"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"CCL21.MPL"	"CCL21"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	344	0	343
"CCL27.MPL"	"CCL27"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	418	0	418
"VWF.MPL"	"VWF"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	414	0	414
"IL7.MPL"	"IL7"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	194	0	831
"IL21.MPL"	"IL21"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"FGF2.MPL"	"FGF2"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	203	0	203
"IL11.MPL"	"IL11"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	583	0	913
"WNT2.MPL"	"WNT2"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	313	0	313
"TIMP3.MPL"	"TIMP3"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	270	0	270
"IL9.MPL"	"IL9"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	242	0	841
"IFNA1.MPL"	"IFNA1"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	106	0	813
"CTF1.MPL"	"CTF1"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	124	0	817
"VEGFC.MPL"	"VEGFC"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	270	0	270
"CXCL13.MPL"	"CXCL13"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	401	0	400
"CCL5.MPL"	"CCL5"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	294	0	294
"ALB.MPL"	"ALB"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	422	0	422
"PPBP.MPL"	"PPBP"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	198	0	198
"PF4.MPL"	"PF4"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	472	0	472
"IL15.MPL"	"IL15"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"SPINK1.MPL"	"SPINK1"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	471	0	471
"IL3.MPL"	"IL3"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	726	0	942
"CSF2.MPL"	"CSF2"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	565	0	909
"PRL.MPL"	"PRL"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	158	143	843
"INSL5.MPL"	"INSL5"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"IL12A.MPL"	"IL12A"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IL13.MPL"	"IL13"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	97	0	811
"IL8.MPL"	"IL8"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"CXCL11.MPL"	"CXCL11"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	259	0	258
"F2.MPL"	"F2"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	92	173	216
"CLCF1.MPL"	"CLCF1"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"HRAS.MPL"	"HRAS"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	198	0	198
"CD34.MPL"	"CD34"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	626	0	626
"LEP.MPL"	"LEP"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	159	0	824
"GH1.MPL"	"GH1"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	135	0	819
"CSH1.MPL"	"CSH1"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"P4HB.MPL"	"P4HB"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	160	0	159
"IL22.MPL"	"IL22"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IFNL1.MPL"	"IFNL1"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"PDGFB.MPL"	"PDGFB"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	225	0	224
"GH2.MPL"	"GH2"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"IFNL2.MPL"	"IFNL2"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"HSP90AA1.MPL"	"HSP90AA1"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	208	0	208
"TSLP.MPL"	"TSLP"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	43	0	800
"IL19.MPL"	"IL19"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"NRG1.MPL"	"NRG1"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	242	143	322
"CNTF.MPL"	"CNTF"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	213	0	835
"IL20.MPL"	"IL20"	"MPL"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"FGF13.MPL"	"FGF13"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	208	0	208
"CD40LG.MPL"	"CD40LG"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	168	0	167
"VEGFA.MPL"	"VEGFA"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	196	0	196
"MMP9.MPL"	"MMP9"	"MPL"	0	0	0	0	0	0	0	0	0	0	0	356	0	356
"CX3CL1.TIE1"	"CX3CL1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	310	0	309
"DCN.TIE1"	"DCN"	"TIE1"	0	0	0	0	0	0	0	0	100	0	0	243	78	316
"UTS2.TIE1"	"UTS2"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"FGF4.TIE1"	"FGF4"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	160	223	319
"NTN1.TIE1"	"NTN1"	"TIE1"	0	0	0	0	0	0	0	0	87	0	0	76	78	154
"FGF20.TIE1"	"FGF20"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	43	223	224
"THPO.TIE1"	"THPO"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"EFNB1.TIE1"	"EFNB1"	"TIE1"	0	0	0	0	0	0	0	0	149	0	0	191	69	303
"EFNA2.TIE1"	"EFNA2"	"TIE1"	0	0	0	0	0	0	0	0	149	0	0	126	69	247
"FGF22.TIE1"	"FGF22"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	0	223	223
"TIMP1.TIE1"	"TIMP1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	357	0	357
"MMP2.TIE1"	"MMP2"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	344	70	363
"SFRP1.TIE1"	"SFRP1"	"TIE1"	0	0	0	0	0	0	0	0	101	0	0	58	78	151
"AMH.TIE1"	"AMH"	"TIE1"	0	0	0	0	0	0	0	0	89	0	0	101	73	174
"TGFB1.TIE1"	"TGFB1"	"TIE1"	0	0	0	0	0	0	0	0	89	0	0	235	73	297
"FGF21.TIE1"	"FGF21"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	0	223	223
"HGF.TIE1"	"HGF"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	160	0	159
"SERPINE1.TIE1"	"SERPINE1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	286	78	313
"EFNB3.TIE1"	"EFNB3"	"TIE1"	0	0	0	0	0	0	0	0	149	0	0	59	69	189
"VTN.TIE1"	"VTN"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	265	0	265
"KITLG.TIE1"	"KITLG"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	144	74	173
"FGF6.TIE1"	"FGF6"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	0	223	223
"IFNG.TIE1"	"IFNG"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	202	0	202
"HBEGF.TIE1"	"HBEGF"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	216	0	216
"TFPI.TIE1"	"TFPI"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	325	0	325
"ANGPTL1.TIE1"	"ANGPTL1"	"TIE1"	0	0	0	0	0	0	0	564	63	0	0	745	383	927
"GHRH.TIE1"	"GHRH"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"FGF23.TIE1"	"FGF23"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	71	223	247
"PI3.TIE1"	"PI3"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	324	68	343
"EFNB2.TIE1"	"EFNB2"	"TIE1"	0	0	0	0	0	0	0	0	149	0	0	509	69	577
"BMP4.TIE1"	"BMP4"	"TIE1"	0	0	0	0	0	0	0	0	89	0	0	207	73	271
"VASP.TIE1"	"VASP"	"TIE1"	0	0	0	0	0	0	0	0	106	0	0	52	78	150
"DLL4.TIE1"	"DLL4"	"TIE1"	0	0	0	0	613	0	0	0	0	0	0	324	0	150
"INS.TIE1"	"INS"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	284	0	284
"APOE.TIE1"	"APOE"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"EPO.TIE1"	"EPO"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	160	0	159
"F12.TIE1"	"F12"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"JAG1.TIE1"	"JAG1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	243	0	242
"NTS.TIE1"	"NTS"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	151	0	150
"IL6.TIE1"	"IL6"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	211	0	211
"CCL21.TIE1"	"CCL21"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	160	0	159
"THBS1.TIE1"	"THBS1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	390	0	390
"VWF.TIE1"	"VWF"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	506	0	506
"CDH1.TIE1"	"CDH1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	243	0	242
"TIMP2.TIE1"	"TIMP2"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	243	0	242
"NID1.TIE1"	"NID1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	243	0	242
"FGF2.TIE1"	"FGF2"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	502	223	596
"WNT5A.TIE1"	"WNT5A"	"TIE1"	0	0	0	0	0	0	0	0	104	0	0	58	78	153
"FGF10.TIE1"	"FGF10"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	124	223	290
"ICAM1.TIE1"	"ICAM1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	306	0	306
"SEMA3C.TIE1"	"SEMA3C"	"TIE1"	0	0	0	0	0	0	0	0	74	0	0	126	0	156
"WNT2.TIE1"	"WNT2"	"TIE1"	0	0	0	0	0	0	0	0	104	0	0	181	91	274
"ADAM28.TIE1"	"ADAM28"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	109	90	154
"SLIT1.TIE1"	"SLIT1"	"TIE1"	0	0	0	0	0	0	0	0	100	0	0	61	102	174
"TIMP3.TIE1"	"TIMP3"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"DHH.TIE1"	"DHH"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	115	89	159
"FGF7.TIE1"	"FGF7"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	191	223	344
"ARF1.TIE1"	"ARF1"	"TIE1"	0	0	0	0	0	0	0	0	113	0	0	0	92	160
"FGF18.TIE1"	"FGF18"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	0	223	223
"ADM.TIE1"	"ADM"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	167	0	167
"VEGFC.TIE1"	"VEGFC"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	414	0	414
"BMP6.TIE1"	"BMP6"	"TIE1"	0	0	0	0	0	0	0	0	89	0	0	104	73	177
"APP.TIE1"	"APP"	"TIE1"	0	0	0	0	0	0	0	0	77	0	0	95	78	162
"CXCL13.TIE1"	"CXCL13"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	203	0	203
"SST.TIE1"	"SST"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	210	0	210
"WNT4.TIE1"	"WNT4"	"TIE1"	0	0	0	0	0	0	0	0	104	0	0	69	78	163
"CCL16.TIE1"	"CCL16"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	172	0	171
"SHANK1.TIE1"	"SHANK1"	"TIE1"	0	0	0	0	0	0	0	0	110	0	0	0	122	185
"FGF11.TIE1"	"FGF11"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	0	223	223
"FGF19.TIE1"	"FGF19"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	0	223	223
"VCAM1.TIE1"	"VCAM1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	324	0	323
"BMP10.TIE1"	"BMP10"	"TIE1"	0	0	0	0	0	0	0	0	89	0	0	92	73	166
"IHH.TIE1"	"IHH"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	361	89	392
"ALB.TIE1"	"ALB"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	359	0	359
"PF4.TIE1"	"PF4"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	196	0	196
"SPINK1.TIE1"	"SPINK1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	251	0	250
"IL3.TIE1"	"IL3"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	166	0	165
"SHH.TIE1"	"SHH"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	242	89	279
"FIGF.TIE1"	"FIGF"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	502	102	533
"GREM1.TIE1"	"GREM1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	265	90	302
"ANGPTL4.TIE1"	"ANGPTL4"	"TIE1"	0	0	0	0	0	0	0	0	63	0	0	876	0	879
"IGF1.TIE1"	"IGF1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	169	0	169
"RNASE2.TIE1"	"RNASE2"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"IL8.TIE1"	"IL8"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	296	0	296
"F2.TIE1"	"F2"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	191	80	223
"CCL19.TIE1"	"CCL19"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	193	0	193
"PLG.TIE1"	"PLG"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	198	0	198
"HRAS.TIE1"	"HRAS"	"TIE1"	0	0	0	0	0	0	0	0	113	0	0	167	92	270
"ADAM17.TIE1"	"ADAM17"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"CD34.TIE1"	"CD34"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	203	0	203
"VEGFB.TIE1"	"VEGFB"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	346	0	345
"FGF5.TIE1"	"FGF5"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	63	223	240
"LEP.TIE1"	"LEP"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	193	0	193
"ANGPT2.TIE1"	"ANGPT2"	"TIE1"	0	0	0	0	0	0	0	807	63	0	0	960	0	992
"PKM.TIE1"	"PKM"	"TIE1"	0	0	0	0	0	0	0	0	149	0	0	0	123	221
"FGF8.TIE1"	"FGF8"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	104	223	274
"MMP1.TIE1"	"MMP1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	243	0	242
"WNT11.TIE1"	"WNT11"	"TIE1"	0	0	0	0	0	0	0	0	104	0	0	67	78	161
"BGN.TIE1"	"BGN"	"TIE1"	0	0	0	0	0	0	0	0	100	0	0	101	78	188
"P4HB.TIE1"	"P4HB"	"TIE1"	0	0	0	0	0	0	0	0	89	0	0	350	161	459
"EFNA5.TIE1"	"EFNA5"	"TIE1"	0	0	0	0	0	0	0	0	149	0	0	0	69	173
"PDGFB.TIE1"	"PDGFB"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	472	181	549
"FGF3.TIE1"	"FGF3"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	60	223	238
"HSP90AA1.TIE1"	"HSP90AA1"	"TIE1"	0	0	0	0	0	0	0	234	96	0	0	130	115	395
"FGF1.TIE1"	"FGF1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	254	223	395
"WNT7B.TIE1"	"WNT7B"	"TIE1"	0	0	0	0	0	0	0	0	104	0	0	97	78	188
"PTN.TIE1"	"PTN"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	285	0	284
"SEMA6A.TIE1"	"SEMA6A"	"TIE1"	0	0	0	0	0	0	0	0	74	0	0	159	0	187
"FN1.TIE1"	"FN1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"COL18A1.TIE1"	"COL18A1"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	405	0	405
"DLK2.TIE1"	"DLK2"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	0	158	157
"ITIH2.TIE1"	"ITIH2"	"TIE1"	0	238	0	0	0	0	0	0	0	0	0	0	90	276
"FGF17.TIE1"	"FGF17"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	0	223	223
"MDK.TIE1"	"MDK"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	153	72	180
"THBS2.TIE1"	"THBS2"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	265	0	265
"CTGF.TIE1"	"CTGF"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"EFNA1.TIE1"	"EFNA1"	"TIE1"	0	0	0	0	0	0	0	0	149	0	0	211	69	320
"EFNA3.TIE1"	"EFNA3"	"TIE1"	0	0	0	0	0	0	0	0	149	0	0	117	69	239
"FGF13.TIE1"	"FGF13"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	308	223	439
"GNAS.TIE1"	"GNAS"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	151	0	150
"ANGPTL3.TIE1"	"ANGPTL3"	"TIE1"	0	0	0	0	0	0	0	0	63	0	0	606	0	615
"VEGFA.TIE1"	"VEGFA"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	636	0	636
"MMP9.TIE1"	"MMP9"	"TIE1"	0	0	0	0	0	0	0	0	0	0	0	328	70	348
"GUCA2B.CFTR"	"GUCA2B"	"CFTR"	0	0	0	0	0	0	0	0	0	0	0	270	0	270
"GUCA2B.GUCY2D"	"GUCA2B"	"GUCY2D"	0	0	0	0	0	0	0	576	0	0	0	0	200	646
"GUCA2B.GUCY2C"	"GUCA2B"	"GUCY2C"	0	0	0	0	0	0	79	0	0	0	0	661	101	694
"GUCA2B.NPR3"	"GUCA2B"	"NPR3"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"GUCA2B.NPR2"	"GUCA2B"	"NPR2"	0	0	0	0	0	0	0	0	0	0	0	0	200	200
"GUCA2B.NPR1"	"GUCA2B"	"NPR1"	0	0	0	0	0	0	0	0	0	0	0	0	378	378
"GUCA2B.ELTD1"	"GUCA2B"	"ELTD1"	0	0	0	0	0	0	0	0	0	0	0	168	0	167
"GUCA2B.TSPAN1"	"GUCA2B"	"TSPAN1"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"EDN2.BDKRB1"	"EDN2"	"BDKRB1"	0	0	0	0	0	0	0	0	0	900	0	42	0	900
"EDN2.PROCR"	"EDN2"	"PROCR"	0	0	0	0	0	0	0	0	0	0	0	308	0	307
"EDN2.PROKR2"	"EDN2"	"PROKR2"	0	0	0	0	0	0	0	0	0	900	0	55	0	901
"EDN2.MLNR"	"EDN2"	"MLNR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.GNRHR"	"EDN2"	"GNRHR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.GHR"	"EDN2"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"EDN2.KISS1R"	"EDN2"	"KISS1R"	0	0	0	0	0	0	0	0	0	900	0	58	0	901
"EDN2.GHSR"	"EDN2"	"GHSR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.F2RL3"	"EDN2"	"F2RL3"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.MCHR1"	"EDN2"	"MCHR1"	0	0	0	0	0	0	0	0	0	900	0	486	0	946
"EDN2.NMUR2"	"EDN2"	"NMUR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.CHRM3"	"EDN2"	"CHRM3"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.NT5E"	"EDN2"	"NT5E"	0	0	0	0	0	0	0	0	0	0	0	201	0	201
"EDN2.NMBR"	"EDN2"	"NMBR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.CNTNAP1"	"EDN2"	"CNTNAP1"	0	0	0	0	0	0	0	0	0	0	0	419	0	418
"EDN2.AGTR1"	"EDN2"	"AGTR1"	0	0	0	0	0	0	0	0	0	900	0	143	0	910
"EDN2.EGFR"	"EDN2"	"EGFR"	0	0	0	0	0	0	0	0	0	0	0	159	0	158
"EDN2.NPFFR1"	"EDN2"	"NPFFR1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.MCHR2"	"EDN2"	"MCHR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.GRM1"	"EDN2"	"GRM1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.MERTK"	"EDN2"	"MERTK"	0	0	0	0	0	0	0	0	0	0	0	500	0	499
"EDN2.CCKAR"	"EDN2"	"CCKAR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.ITGA2"	"EDN2"	"ITGA2"	0	0	0	0	0	0	0	0	0	0	0	391	0	390
"EDN2.F2RL2"	"EDN2"	"F2RL2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.F2RL1"	"EDN2"	"F2RL1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.AVPR1A"	"EDN2"	"AVPR1A"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.GPR182"	"EDN2"	"GPR182"	0	0	0	0	0	0	0	0	0	0	0	235	0	235
"EDN2.TACR3"	"EDN2"	"TACR3"	0	0	0	0	0	0	0	0	0	900	0	60	0	901
"EDN2.TACR1"	"EDN2"	"TACR1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.NTSR2"	"EDN2"	"NTSR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.PROKR1"	"EDN2"	"PROKR1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.NMUR1"	"EDN2"	"NMUR1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.GRM5"	"EDN2"	"GRM5"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.CHRM1"	"EDN2"	"CHRM1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.BDKRB2"	"EDN2"	"BDKRB2"	0	0	0	0	0	0	0	0	0	900	0	137	0	910
"EDN2.NPFFR2"	"EDN2"	"NPFFR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.TRHR"	"EDN2"	"TRHR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.XCR1"	"EDN2"	"XCR1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.EDNRA"	"EDN2"	"EDNRA"	0	0	0	0	0	0	0	0	0	900	0	947	0	994
"EDN2.F2R"	"EDN2"	"F2R"	0	0	0	0	0	0	0	0	0	900	0	63	0	902
"EDN2.UTS2R"	"EDN2"	"UTS2R"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.OXTR"	"EDN2"	"OXTR"	0	0	0	0	0	0	0	0	0	900	0	50	0	900
"EDN2.SSTR3"	"EDN2"	"SSTR3"	0	0	0	0	0	0	0	0	0	0	0	370	0	370
"EDN2.CCKBR"	"EDN2"	"CCKBR"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.FPR2"	"EDN2"	"FPR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.KEL"	"EDN2"	"KEL"	0	0	0	0	0	0	0	576	0	0	0	352	0	713
"EDN2.RET"	"EDN2"	"RET"	0	0	0	0	0	0	0	0	0	0	0	195	0	195
"EDN2.LPAR1"	"EDN2"	"LPAR1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.NPSR1"	"EDN2"	"NPSR1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.PTPRF"	"EDN2"	"PTPRF"	0	0	0	0	0	0	0	0	0	0	0	647	0	647
"EDN2.TLR1"	"EDN2"	"TLR1"	0	0	0	0	0	0	0	0	0	0	0	216	0	216
"EDN2.NTSR1"	"EDN2"	"NTSR1"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.LPAR3"	"EDN2"	"LPAR3"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"EDN2.ELTD1"	"EDN2"	"ELTD1"	0	0	0	0	0	0	0	0	0	0	0	406	0	406
"EDN2.HCRTR2"	"EDN2"	"HCRTR2"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"MYOC.SDC4"	"MYOC"	"SDC4"	0	0	0	0	0	0	0	0	0	0	0	254	148	337
"DCN.SDC4"	"DCN"	"SDC4"	0	0	0	0	0	0	0	0	0	900	0	504	0	948
"FGF4.SDC4"	"FGF4"	"SDC4"	0	0	0	0	0	0	0	0	0	0	0	181	0	181
"NID2.SDC4"	"NID2"	"SDC4"	0	0	0	0	0	0	0	0	0	0	0	168	0	167
"TIMP1.SDC4"	"TIMP1"	"SDC4"	0	0	0	0	0	0	0	0	0	0	0	304	0	304
"MMP2.SDC4"	"MMP2"	"SDC4"	0	0	0	0	0	0	64	0	0	0	0	351	0	366
"TGFB1.SDC4"	"TGFB1"	"SDC4"	0	0	0	0	0	0	0	0	0	0	0	324	0	323
"HGF.SDC4"	"HGF"	"SDC4"	0	0	0	0	0	0	0	0	0	0	0	109	89	153
"SERPINE1.SDC4"	"SERPINE1"	"SDC4"	0	0	0	0	0	0	65	0	0	0	0	215	0	234
"COL1A1.SDC4"	"COL1A1"	"SDC4"	0	0	0	0	0	0	0	0	0	800	0	67	0	805
